geneID	HS01	HS02	HS03	HS04	HS05	CL08	CL10	CL11	CL12	CL13
GBP1	4.811106976942235	5.3692595006094335	4.524627654657919	4.9857923050699515	4.674784884874698	9.773528416309759	9.855009204465555	11.582047458929999	11.164107516931374	10.745799033802374
GBP1P1	-0.2527171923620954	0.17167476636479076	0.5337748074993088	-0.09792748190165942	-2.1738074215678522	3.636189623137187	4.04348476942932	5.692557789059092	5.16327287623034	4.584154111242932
GBP2	6.451381228534662	7.080687891099541	6.410957565337395	6.99049821351786	5.688566008603733	9.415110892339829	8.888049740171866	9.797961887619927	9.883306187018336	9.808169718482645
GBP3	4.189017893255207	4.870457785925633	4.122888582227347	4.48133872073469	3.6858137208076225	7.22346600227518	7.143314848650722	7.8250517786416385	7.390113747718067	6.880388046197659
GBP4	4.313165919765429	5.160881539942574	4.878872186403645	4.9708281031063235	3.5153598611551224	7.385255843596743	8.422299786654051	9.566321785037967	9.463326326891496	9.873608857760654
GBP5	1.9449360493393508	4.137568972661424	3.0728939330568714	3.5274358365115868	1.7560463080136066	9.94239172078547	10.816106233270633	12.184688038996043	12.287478223381855	11.687814842457575
GCH1	3.909850543226073	3.706271607092919	2.9405892186867586	3.85839715269711	2.6794910067240165	5.2279094759676354	6.222688470080293	7.463299623506427	7.2394818849367795	7.272207994572428
GCNT1	3.2054134877367932	3.9175335761973202	3.1286832904009945	4.034152586677841	4.645008482294266	5.334874041260158	6.013902593693151	5.996723353212356	5.850756578912989	6.0652658732103095
GDF10	1.678280906314552	3.2959180047940158	1.8465640887740575	3.8392035213279905	3.724290487699888	-0.9661267286143873	0.45507216824473556	-1.7823449663725135	-2.603746756492787	-1.7204067819480278
GDPD2	5.185994829545128	4.959914968038992	4.7079821666224095	5.0050284786740935	4.629830488150671	2.049582783707291	-1.4281162994134862	-0.9264772351014554	0.5525021197215252	0.9436424153717496
GFI1	-1.906851495453483	-1.133167652087273	-0.8373735755098275	-1.2814060894912591	-2.1738074215678522	3.3315198250546447	4.12813443376803	4.400238638763313	4.723817517849279	3.25204941914292
GFRA1	4.807928016269879	5.926695617359935	5.4026920344030005	6.018726478877722	7.078662384532987	3.560590750994501	4.000962377715041	2.1517356054731205	1.8003728062546225	3.1636768175167806
GGT5	2.6591100038281046	4.106697939975521	3.300896619340073	3.419765276948468	3.7656193761828716	5.520138588197893	5.910260630613887	5.507162830811582	5.1555790241248385	5.068467953723993
GGT6	6.243758567573617	5.819774103515017	5.427993876741887	5.674612539010504	5.909453766023726	4.518824377958317	1.116081482319327	2.5012879410707782	2.2651077388078074	2.855866510871977
GHR	4.8391065426471656	5.524776280341018	6.712809018231688	5.936776884273362	4.639299151555569	2.2558935053001283	3.3554505952538416	2.5409753675082616	2.539817642211181	3.137025448522387
GIMAP1	2.301715090458363	3.695128008321685	3.582356790166904	3.6834957338560197	3.7613031999914353	4.989421158769389	5.868679239744789	5.812731016492667	5.892828214867171	5.679621134352419
GIMAP1-GIMAP5	1.5982436380375686	2.3489379761306304	2.34503678610669	3.0769653605883995	3.357229531908434	5.357264696767875	5.665394236543091	5.928267213530265	6.231520152408663	5.554857988996238
GIMAP2	1.754817905840169	2.982346551093546	2.6415327056346847	3.2916146334009264	2.3919889577642848	4.799508041135951	5.395428048626884	6.048815523048942	5.746935301330531	5.588513088375705
GIMAP4	3.3553374835855214	5.104160936886767	4.387756299186439	4.855197719690748	4.553816608377674	7.210328965071222	7.719206614570259	8.126876502231328	8.103507858094378	7.703374861413698
GIMAP5	2.420329148735047	4.2413547878292315	4.0200581642545155	3.8973337407248825	4.053223170526381	6.8966121592307426	7.0507669177043475	7.774252087411187	7.885945582223147	7.205126485832996
GIMAP6	3.9031464619382685	5.727258147061091	5.012758887696073	5.514854987248445	5.781469493915258	7.245650527698727	7.782332532862338	8.159940410736244	8.279795409262727	7.3935913352901395
GIMAP7	2.421739255504504	3.9523064749039194	3.5337023143562556	4.17739963946946	2.9755908586839657	5.052460681071273	5.881723889778324	5.6023659812018165	5.9905844249626465	6.220749545294132
GIPC2	4.738271950425477	4.445497094170073	4.440509096115901	4.857247715339902	3.505417810965578	1.3602654849337394	0.8614410228209707	1.2108659024004005	0.8232287251040004	2.0693060216946746
GJA1	10.921231129338926	10.549015234289133	9.7444849794949	10.280417430024647	8.320676574102947	6.752374237779205	7.405489970292564	7.369247495020757	7.288416490002343	8.367016306739975
GJB3	7.100045858181613	6.791720363443801	6.248766038888305	6.394450915623509	6.18886851504523	6.104868150816079	3.7137166566371365	3.4629304331309627	3.5315488630713094	4.515686734272027
GJB4	5.499472279233576	4.994259319759518	3.5715654827297234	4.674430724700224	4.328865529507055	2.1024798059947343	0.6798802919991727	-0.3583565493744848	-0.32929847561779024	2.095203725037921
GJB5	5.717681675342991	5.707609085966043	5.092856286556602	5.328386863990931	5.673989762590105	4.7491879613412245	2.3697349930053972	2.3396472880401094	2.5289348530143583	3.5217893878633375
GJC3	2.4087700194086614	1.505206984883974	1.4417879657262604	1.350125595777345	0.4523281492925499	0.3604649728282634	-2.746508460890335	-1.7823399936845175	-2.3976948116172188	-2.555015788339005
GK	4.4370152219096575	4.123631707985172	4.031028111025161	3.718881747980035	5.170229839935617	6.335091581070619	7.343957619532317	7.43013784920219	7.505218874390292	7.796188566407654
GLA	3.8613198277301297	3.8396962591090427	2.979265060760022	3.9319700744001045	3.7311989420596117	6.343154413698482	5.60723717181803	6.167302566038122	6.028880806721377	5.877557535651166
GLI2	3.9164694061687295	2.3697486238338263	3.1222273682139687	2.121024376610662	3.4286781738568455	1.0541453619158698	1.9963754071520887	0.5744030626506593	-0.2626918887559797	1.355431205031967
GLIPR1	3.586289263936564	5.153454400912079	4.255066333759617	4.899882109009523	2.7686201454660675	7.7536150550631175	7.841996141992745	7.742796451837762	7.8759401663956	7.035360544390244
GLIPR2	3.01346116520319	4.224050353665254	3.7600584350280726	4.3971743729373935	5.73686675681398	5.952728714079335	6.438812771058164	6.499779546142051	6.453537097246372	6.845210063403518
